tweet_text,cleaned_text,label,disaster_type
"RT @EvilMikeTomlin: Report surfaces that after the meteor hit, two Russian farmers found an infant near the impact site and apparently h ...",report surface meteor hit two russian farmer found infant near impact site apparently,7,Meteor
RT @INGVterremoti: #terremoto Ml:4.3 2012-05-23 21:41:18 UTC Lat=44.87 Lon=11.25 Prof=4.8Km Prov=MODENA,terremoto ml utc lat lon profkm provmodena,2,Earthquake
RT @CBCCalgary: Calgary downtown evacuation zone extended to 11th and 12th ave btwn 14th st to the West &amp; 17th st to the East. #ABFLOOD #YYC,calgary downtown evacuation zone extended th th ave btwn th st west th st east abflood yyc,5,Flood
Unburied: Tamerlan Tsarnaev and the Lessons of Greek Tragedy http://t.co/Cja3BkPdnp via @NewYorker,unburied tamerlan tsarnaev lesson greek tragedy via,0,Bombing
A year ago at Baclayon Church Bohol.. :( #prayforbohol #PrayforCebu http://t.co/wIxnt4x4Ov,year ago baclayon church bohol prayforbohol prayforcebu,2,Earthquake
.RT @CUBoulderPolice: #BREAKING: Raw sewage flowing from pipe north of Space Sciences (East CU Campus) near footpaths. Avoid area. #COflood,breaking raw sewage flowing pipe north space science east cu campus near footpath avoid area coflood,5,Flood
“@ThatDudeDeon Earthquake in italy…Children being slaughtered in Syria…. Pray for the world!”,earthquake slaughtered pray world,2,Earthquake
CHICABRAVA stoked in style :) waiting out the Tsunami warning after the huge earthquake in Costa Rica! Hope... http://t.co/fYuOgSmR,chicabrava stoked style waiting tsunami warning huge earthquake costa rica hope,2,Earthquake
RT @ABC7Chicago: A tragic story out of #Brazil: at least 245 people are dead after a fire broke out in a nightclub. http://t.co/SXUMmyyu,tragic story brazil least people dead fire broke nightclub,4,Fire
"[CNN] For Filipinos, despair and prayers: Images of Super Typhoon Haiyan's aftermath in the Philippines appear... http://t.co/vVbzZMQNNU",cnn filipino despair prayer image super typhoon haiyans aftermath philippine appear,10,Typhoon
RT @BILLYversCebu: Earthquake!!! First time I felt this.  #PrayforVisayas,earthquake first time felt prayforvisayas,2,Earthquake
RT @robsnodgrass7: Helicopter crash into a pub in Glasgow 5 mins from where I am from wow !!!!! Hope everybody is safe and sound 🙏🙏🙏🙏,helicopter crash pub glasgow min wow hope everybody safe sound,9,Transportation Accident
“@GigiGraciette #Boston PD asking ALL OFF-DUTY officers to report to work immediately. #BostonMarathon #PrayForBoston”,boston pd asking offduty officer report work immediately bostonmarathon prayforboston,0,Bombing
Airport police engaged and neutralize lone shooter after suspect shot through TSA checkpoint. #BREAKING #LAX #LAXShooting suspect injured,airport police engaged neutralize lone shooter suspect shot tsa checkpoint breaking lax laxshooting suspect injured,8,Shooting
RT @TelegraphPics: Justin Bieber final date on #believetour - the Philippines to help victims of Typhoon Haiyan http://t.co/OYX8bOgdYm http…,justin bieber final date believetour philippine help victim typhoon haiyan,10,Typhoon
"RT @TechZader: #Earthquake of M 4.5, 18km WSW of Tayaman, Philippines http://t.co/I55LDwlWnP",earthquake km wsw tayaman philippine,2,Earthquake
"RT @xPentagon: Singapore Weather :  Hot Ho H Hu Hum Humi Humid Humi Hum Hu H Ha Haz Haze Foreigners , Welcome to Singapore.",singapore weather hot ho hu hum humi humid humi hum hu ha haz haze foreigner welcome singapore,6,Haze
Colorado Springs POLICE are closing PALMER PARK as a PRECAUTION ONLY!!!!! #WaldoCanyonFire,colorado spring police closing palmer park precaution waldocanyonfire,11,Wildfire
RT @joshdanieldlr: Just a strong earthquake recently happened... let's pray 4 those who were badly affected... God bless us. #cebu,strong earthquake recently happened let pray badly affected god bless u cebu,2,Earthquake
BUGIS ! #hang #out #with #them #to #bugis #haze #season #no #worried #Singapore http://t.co/QA12G3KS4l,bugis hang bugis haze season worried singapore,6,Haze
"Xavier University calls for volunteers to man the evacuation centers at XU main, Manresa and Peublo Campuses. #PabloPH #CDO",xavier university call volunteer man evacuation center xu main manresa peublo campus pabloph cdo,10,Typhoon
Police press conference expected at 3.15pm #Clutha,police press conference expected pm clutha,9,Transportation Accident
"RT @SoSingaporean: If PSI rises to 404, means error 404 Singapore Not Found, too hazy. #sghaze#sosingaporean http://t.co/EUO0rvrBo5",psi rise mean error singapore found hazy sghazesosingaporean,6,Haze
RT @Pontifex: I ask all of you to join me in prayer for the victims of Typhoon Haiyan / Yolanda especially those in the beloved islands of …,ask join prayer victim typhoon haiyan yolanda especially beloved island,10,Typhoon
RT @Jane_Dyson: Smoke covers Sydney and turns day into night. Picture: Jane Dyson  #smoke #bushfire #fire #sydney @… http://t.co/5o0fh6t1hi,smoke cover sydney turn day night picture jane dyson smoke bushfire fire sydney,11,Wildfire
"RT @AndoJC: @KasiaCichonska @Lee_Tennant @broomstick33 Torrential rain last night in Gippsland, fires in NSW, drought in Qld &amp; the Libs thi…",torrential rain last night gippsland fire nsw drought qld libs,11,Wildfire
"RT @ohboywhatashot: 10,000 killed in Philippines by super typhoon Haiyan... and counting [PICTURES] ─► http://t.co/27UaAbBa40",killed philippine super typhoon haiyan counting picture,10,Typhoon
RT @jimwallis: The collapse of the factory in Bangladesh killing 650 people is a moral indictment against the global clothing industry... (…,collapse factory bangladesh killing people moral indictment global clothing industry,1,Building Collapse
RT @dost_pagasa: 04:0pm: #PabloPH heavy rains is expected to prevail for the next 3hrs overTacloban City &amp; adjacent towns #Leyte...  ...,pm pabloph heavy rain expected prevail next hr overtacloban city adjacent town leyte,10,Typhoon
4 Dead in Metro-North Train Derailment in the Bronx - http://t.co/CX6E1b0Tz3,dead metronorth train derailment bronx,9,Transportation Accident
Aww man.. Lac-Megantic Quebec love and prayers to you ♥ http://t.co/PVswmR7y9n,aww man lacmegantic quebec love prayer,9,Transportation Accident
#WeatherTweet:(DEVELOPING)#PabloPH Storm Signals up over Luzon as Pablo curves back as typhoon (via @seph_ubalde),weathertweetdevelopingpabloph storm signal luzon pablo curve back typhoon via,10,Typhoon
RT @Tzire: For people outside Singapore who think we're just whining about the haze.. Here's how bad it has… http://t.co/KQDKwE4mYw,people outside singapore think whining haze here bad,6,Haze
RT @dost_pagasa: Typhoon BOPHA Satellite image as of 01/DEC/12 07:30PM http://t.co/SITTaEUO,typhoon bopha satellite image dec pm,10,Typhoon
RT @April_MG: How convenient that Obama gets immediately briefed on #LAXShooting yet remains totally ignorant of his own scandals. #TCOT #T…,convenient obama get immediately briefed laxshooting yet remains totally ignorant scandal tcot,8,Shooting
"It’s 5° here, near Melbourne. If Australia is doing this on purpose, someone make it stop.  RT @lukedez: Australia does like to catch fire.",near melbourne australia purpose someone make stop australia like catch fire,11,Wildfire
RT @josheidelson: .@ChrislHayes on the Bangladesh factory collapse: That lack of power is what killed them http://t.co/osPOPUSARW @allinw…,bangladesh factory collapse lack power killed,1,Building Collapse
"RT @businessinsider: 7.4 Magnitude Earthquake Rocks Guatemala, Killing 39 by @microbelover http://t.co/9khxNYL1",magnitude earthquake rock guatemala killing,2,Earthquake
"In #bangladesh ,the Rana Plaza disaster and rise of #political violence speak to lost of #humanrights",bangladesh rana plaza disaster rise political violence speak lost humanrights,1,Building Collapse
RT @jawtry: #HighParkFire: A view from @CDOT's Virginia Dale traffic camera near the CO/WY border:  http://t.co/cC0T3bjW,highparkfire view virginia dale traffic camera near cowy border,11,Wildfire
RT @DBOntarioNow: Father says LAX shooting suspect was suicidal http://t.co/ET9kEW2X8f,father say lax shooting suspect suicidal,8,Shooting
@GerardKapraun 125 (IBD) Al Gore Throws Another Climate Lie On The Barbie - Blames Australia Fires On Climate Change http://t.co/cHUQYMnTVX,ibd al gore throw another climate lie barbie blame australia fire climate change,11,Wildfire
"RT @ABC: Latest on NYC train derailment: 4 dead, 63 injured, 11 critically. Full story: http://t.co/WXCdsa5ccV http://t.co/44MkNoUcza",latest nyc train derailment dead injured critically full story,9,Transportation Accident
RT @MelindaHealy: Newcastle airport closed due to smoke from bushfire at williamtown #fires #nsw #newcastleairport http://t.co/BJfZL7A7Te,newcastle airport closed due smoke bushfire williamtown fire nsw newcastleairport,11,Wildfire
RT @nbcnightlynews: LATEST: All shooting victims at LAX were TSA employees; 1 killed and as many as 3 others wounded - @PeteWilliamsNBC,latest shooting victim lax tsa employee killed many others wounded,8,Shooting
"RT @laceexo: SO UPSETTING 2 see all of this about this nightclub tragedy in BRAZIL... LOVE, THOUGHTS &amp; PRAYERS are with YOU ALL #Pra ...",upsetting see nightclub tragedy brazil love thought prayer pra,4,Fire
"RT @DamianISmith: @UniteRight @NPJules #LAXShooting Whaaat..? How did this happen? Didn't LA ban guns? Yeah, guess once again, bad people d…",laxshooting whaaat happen la ban gun yeah guess bad people,8,Shooting
RT @JolandaMosley #westtx Always praying for the families of West! We stand together today&amp;forever....Peace&amp;Blessings ❤❤,westtx always praying family west stand together todayforeverpeaceblessings,3,Explosion
"RT @SpeakerBoehner: Thoughts &amp; prayers are with the victims of the Colorado wildfires, &amp; with the brave fire crews working day & ...",thought prayer victim colorado wildfire brave fire crew working day,11,Wildfire
Russian region begins recovery from meteor fall   #preppersguide,russian region begin recovery meteor fall preppersguide,7,Meteor
ANOTHER STUNNER FROM LAX: Photo of couple on empty street in heart of airport. @laura_nelson http://t.co/v5fmsdiKAt,another stunner lax photo couple empty street heart airport,8,Shooting
"RT @Nightline: #LAXShooting survivor looked down barrel of gun, “prayed to God:” http://t.co/kyaowijYWR",laxshooting survivor looked barrel gun prayed god,8,Shooting
RT @we_believejb: Help this girl find her family. Please RT and spread the word. #prayforboston http://t.co/ljlyC3pkFF,help girl find family please spread word prayforboston,0,Bombing
RT @LSAbatch2010: Follow @dost_pagasa for a time to time update. RT! #StaySafe #PabloPH,follow time time update staysafe pabloph,10,Typhoon
RT @TransferSources: Cristiano Ronaldo travelled to Galicia in Spain to donate blood for the train accident victims. #Respect http://t.co/N…,cristiano ronaldo travelled galicia spain donate blood train accident victim respect,9,Transportation Accident
"Boston Bombing Stirs Echoes of Unrest in Caucasus: KIZILYURT, Russia — With an automatic weapon at his side an... http://t.co/JAoAubOoEE",boston bombing stir echo unrest caucasus kizilyurt russia automatic weapon side,0,Bombing
RT @trentonsperry: Looks great. RT @dailycamera: Today's front page. Special report on #BoulderFlood of 2013 http://t.co/Fgv6jWPICu http://…,look great today front page special report boulderflood,5,Flood
RT @DayoOkeniyi: Another Explosion in Texas??? America WTF??? This country is imploding,another explosion texas america wtf country imploding,3,Explosion
RT @AustinSongs: Praying for #WestTx I drive thru all the time. Love those people &amp; my heart hurts. God be with them. #prayfortexas  ...,praying westtx drive thru time love people heart hurt god prayfortexas,3,Explosion
We will try and keep our page up to date with fire updates around NSW as they come to hand,try keep page date fire update around nsw come hand,11,Wildfire
RT @SBSNews: BREAKING NEWS: At least 60 dead in Bangladesh building collapse - more details to come,breaking news least dead bangladesh building collapse detail come,1,Building Collapse
UPDATE: Tsunami Warnings Canceled After Quake In Costa Rica : The Two-Way : NPR http://t.co/IVlHkIFm,update tsunami warning canceled quake costa rica twoway npr,2,Earthquake
"#Canadian citizens affected by #earthquake @ #Italy, contact  Embassy @ (39)06-854-442911 or @international.gc.ca @DFAIT_MAECI #terremoto",canadian citizen affected earthquake italy contact embassy gcca terremoto,2,Earthquake
"Mandatory evacuations ordered in Calgary from flooding; 100,000 people may be affected http://t.co/MSnhzhpXdk",mandatory evacuation ordered calgary flooding people may affected,5,Flood
@ValentineEliza you have no idea how much I wish I was there helping you out😞💗 #sosorry #loveyou #yycflood,idea much wish helping sosorry loveyou yycflood,5,Flood
"RT @cnnbrk: Death toll in Bangladesh building collapse rises to 803, state news agency reports. http://t.co/Zn03W5aZ3n",death toll bangladesh building collapse rise state news agency report,1,Building Collapse
"RT @GusWhyte: The fires in Eastern NSW makes me very sad, I feel for all the ppl impacted, I can only imagine how frightening it would be i…",fire eastern nsw make sad feel ppl impacted imagine frightening would,11,Wildfire
I know a few people that were in that terminal. I send my heart and condolences to all the victims &amp; their families of the LAX shooting.,know people terminal send heart condolence victim family lax shooting,8,Shooting
"RT @Solid_ABSCBN: Don't Panic to this Genesis 8:7-12 God promised to never do that again. THINK POSITIVE, Be POSITIVE.! Pinoys!! #rescuePH",panic genesis god promised never think positive positive pinoys rescueph,5,Flood
"Russia cleans up after meteor blast injures more than 1,000 http://t.co/SMggW8kK #Breaking_News",russia clean meteor blast injures breakingnews,7,Meteor
So the LAX shooter is or was a TSA agent according to Fox News.,lax shooter tsa agent according fox news,8,Shooting
"RT @JaloconJay: Please keep #RescuePH hashtag solely for rescue requests. This is crucial for victims. Instead, please tweet using #Yolanda…",please keep rescueph hashtag solely rescue request crucial victim instead please tweet using,10,Typhoon
RT @showtimefamily: Typhoon Pablo is now in the Philippine area of responsibility! Keep safe everyone specially in the Visayas and Mindanao!,typhoon pablo philippine area responsibility keep safe everyone specially visayas mindanao,10,Typhoon
"After seeing the videos from Russia of the sonic boom from the meteor, I'm fairly certain that's similar to what caused the NoHo boom.",seeing video russia sonic boom meteor im fairly certain similar caused noho boom,7,Meteor
my heart goes out to all the victims &amp; families of this tragic event ❤ #pray #for #boston #thoughts… http://t.co/J1tKh4O6OA,heart go victim family tragic event pray boston,0,Bombing
Please don't let this be terrorists... #BostonMarathon #PrayforBoston,please let terrorist bostonmarathon prayforboston,0,Bombing
Woken up to hear awful news of helicopter crash in2 a pub in. Glasgow. Thoughts an prayers are wif everyone involved x,woken hear awful news helicopter crash pub glasgow thought prayer wif everyone involved,9,Transportation Accident
"RT @AccuracyInMedia: Colorado Floods Rise, Many Feared Dead or Missing! Please Retweet if you wish the best for those affected! http://t.co…",colorado flood rise many feared dead missing please retweet wish best affected,5,Flood
"let's include to our prayers the safeness of our kapuso, kapamilya, kabarda especially in part of Visayas. #PrayForVisayas",let include prayer safeness kapuso kapamilya kabarda especially part visayas prayforvisayas,2,Earthquake
RT @RVRB: #WaldoCanyonFire benefit concert to feature the Fray’s Isaac Slade with the Colorado Springs Philharmonic: http://t.co/DwmB2uCF,waldocanyonfire benefit concert feature fray isaac slade colorado spring philharmonic,11,Wildfire
"RT @BBCBreaking: At least 4 people dead and dozens hurt in New York City train derailment, say US media http://t.co/pQkBRmZAL4",least people dead dozen hurt new york city train derailment say u medium,9,Transportation Accident
that explosion in Texas is absolutely crazy.. hopefully people evacuated early enough #jeez,explosion texas absolutely crazy hopefully people evacuated early enough jeez,3,Explosion
RT @realtimwilliams: #BREAKING: Photo of alleged gun in #LAX shooting. Passengers told to step around bullet casings. via @pascaljosh http:…,breaking photo alleged gun lax shooting passenger told step around bullet casing via,8,Shooting
"RT @RT_com: #RussianMeteor has nothing to do with approaching 2012 #DA14 asteroid, as some scientists previously suggested - NASA http:/ ...",russianmeteor nothing approaching da asteroid scientist previously suggested nasa http,7,Meteor
A Helicoptr Has Crashd Onto A Crowdd Scotland Bar http://t.co/Ui4dgNiYiK #BBC #developing #helicopter #post,helicoptr crashd onto crowdd scotland bar bbc developing helicopter post,9,Transportation Accident
It just briefly rained in #Katoomba and it sounds like decent rain. *fingers crossed* it keeps up #BlueMountains #NSWFires #bushfires,briefly rained katoomba sound like decent rain finger crossed keep bluemountains nswfires bushfires,11,Wildfire
This Is The Moment I really Love @Dominiqueantm which had a great Heart For Filipinos | She Is A Total Package Of Modern Woman ♥♥| #reliefPH,moment really love great heart filipino total package modern woman reliefph,5,Flood
"RT @rafisBlackDiary: Alhamdulliah RT @bbcworld 40 people rescued from room in collapsed factory compound in Dhaka, #Bangladesh http://t.co/…",alhamdulliah people rescued room collapsed factory compound dhaka bangladesh,1,Building Collapse
Holy shit that explosion in texas😳  #PrayForTexas,holy shit explosion prayfortexas,3,Explosion
"RT @TODAYonline: 400: Three-hour PSI hits new record at 11am, according to @NEAsg #sghaze http://t.co/HaQKIkhN1B",threehour psi hit new record according sghaze,6,Haze
"#InstantFollowBack Quake hits northern Italy, one dead http://t.co/s9bzLgdE #TFB #FF #F4F #TFW",instantfollowback quake hit northern italy one dead tfb ff ff tfw,2,Earthquake
"Colorado Floods: Thousands of Gas, Oil Wells May Contaminate Water http://t.co/AaT8sXni14",colorado flood thousand gas oil well may contaminate water,5,Flood
"After the Bangladesh factory collapse last week, here is a good resource to find out how responsible a brand is: http://t.co/Og9dH51ABO",bangladesh factory collapse last week good resource find responsible brand,1,Building Collapse
RT @NBCNews: More: LAX shooting suspect was carrying material harshly critical of federal government and TSA in particular - @PeteWilliamsN…,lax shooting suspect carrying material harshly critical federal government tsa particular,8,Shooting
RT @reesaface: Praying for safety for everyone who lives in the springs near the fire and all the other fires going on in Colorado right ...,praying safety everyone life spring near fire fire going colorado right,11,Wildfire
"RT @Fascinatingpics: Meteor Russia Fri, 02-15-2013. http://t.co/6MIAymtZ",meteor russia fri,7,Meteor
RT @HistoryNeedsYou: Bagpipe lament - for the eight people who were taken by the #Clutha crash  My they rest in peace. http://t.co/g46m3q3m…,bagpipe lament eight people taken clutha crash rest peace,9,Transportation Accident
RT @DaveyPerry: Genesis 8:7-12. Today happens to be 8-7-12.  Let's just stay positive and continue praying for everyone's safety. #rescuePH,genesis today happens let stay positive continue praying everyones safety rescueph,5,Flood
RT @josh_greenberg: How can activists respond to #Bangladesh tragedy? High pressure campaigns targeting conspicuous brands [case study]: ht…,activist respond bangladesh tragedy high pressure campaign targeting conspicuous brand case study,1,Building Collapse
Thoughts to those in Oklahoma and Bangladesh still recovering from the building collapse X,thought oklahoma bangladesh still recovering building collapse,1,Building Collapse
"Fertilizer company Explosion in West, TX caused $100 million in insured losses. http://t.co/14AhjiFeUG",fertilizer company explosion west tx caused million insured loss,3,Explosion
Colorado wildfire destroys 8 more homes; structure toll at 189 http://t.co/OOTX4wNu,colorado wildfire destroys home structure toll,11,Wildfire
RT @WorldVisionNZ: Casualties from 7.2 #earthquake in the #Philippines is now 20+ according to authorities,casualty earthquake philippine according authority,2,Earthquake
RT @Real_Rodeo: Some prayers going out for the Calgary stampede. #flood #prayers,prayer going calgary stampede flood prayer,5,Flood
@ABSCBNNews: 99 dead in massive Visayas quake: NDRRMC #earthquakePH http://t.co/ItzKjXg6Tc -very sad news :( #PrayForVisayas,dead massive visayas quake ndrrmc earthquakeph sad news prayforvisayas,2,Earthquake
RT @mjbrender: All those concerned for loved ones in the #BostonMarathon - you can see where they last checked in here: http://t.co/gQT2 ...,concerned loved one bostonmarathon see last checked,0,Bombing
"RT @RickWarren: Please pray for those suffering in the Philippines earthquake, If you'd like to help, we have a PEACE team already there,",please pray suffering philippine earthquake would like help peace team already,2,Earthquake
RT @cnnbrk: Officials investigating Boston Marathon explosions report finding what they believe are unexploded devices: http://t.co/rCfe ...,official investigating boston marathon explosion report finding believe unexploded device,0,Bombing
"RT @EmMastronardi: If you want to put the Lithgow fire in perspective, here is the size outlaid on a map of Sydney. #nswfires http://t.co/I…",want put lithgow fire perspective size outlaid map sydney nswfires,11,Wildfire
RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,sad hear nightclub fire brazil tragedy praying everyone affected,4,Fire
RT @Softykjr: Heard from pal @DavidSmoak in Waco. Still on air there. Video from explosion actually scared the hell out of me. Prayers t ...,heard pal waco still air video explosion actually scared hell prayer,3,Explosion
RT @Insultstagram: Luzon: Typhoons Visayas: Earthquake  Mindanao: War    Pray for our Dear Philippines.,luzon typhoon visayas earthquake mindanao war pray dear philippine,2,Earthquake
RT @WSJ: Breaking: A Metro-North passenger train has derailed in New York City.  http://t.co/fl6ywO6Uvj,breaking metronorth passenger train derailed new york city,9,Transportation Accident
"RT @NASA: #RussianMeteor grazed across the atmosphere, where the meteor trail was visible for ~30 secs. The meteor was also brighter tha ...",russianmeteor grazed across atmosphere meteor trail visible sec meteor also brighter tha,7,Meteor
Alleged LAX shooter's letter mentions new world order: Century-old conspiracy theory was referenced in Paul ... http://t.co/IBtfJzKdlA,alleged lax shooter letter mention new world order centuryold conspiracy theory referenced paul,8,Shooting
RT @JackLindstrom94: People can chill about Boston Marathon. More people have got injured from Justin bieber smoking pot so cool that shit.,people chill boston marathon people got injured justin bieber smoking pot cool shit,0,Bombing
@vicegandako Lets all pray for our kababayans who are affected by the earthquake. God bless us! #PrayForVisayas,let pray kababayans affected earthquake god bless u prayforvisayas,2,Earthquake
RT @The_Newstime: AP News Minute: New photo released of second suspect; No death toll yet on Texas plant explosion; Musharraf arre...-&g ...,ap news minute new photo released second suspect death toll yet texas plant explosion musharraf arreg,3,Explosion
The whole of Australia is on fire? Oh America. http://t.co/5uvmpsKb0H,whole australia fire oh america,11,Wildfire
RT @xnnxsue: #sghaze #repost Pls take note. http://t.co/EZcugP4XGc,sghaze repost pls take note,6,Haze
Death toll at Bangladesh factory collapse site hits 803 as 18 other factories are closed in safety crackdown: ... http://t.co/XepW8NUyG7,death toll bangladesh factory collapse site hit factory closed safety crackdown,1,Building Collapse
RT @railgirl1952: LOL they are a JOKE! SoPoverty Law Center Says LAX Shooter Inspired By “Far-Right Homophobes”… http://t.co/gNy0zFwv6u,lol joke sopoverty law center say lax shooter inspired farright homophobe,8,Shooting
RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS,magnitude earthquake strike coast costa rica usgs,2,Earthquake
RT @davepetley: Signs are that the current reported toll from typhoon #Haiyan may be the tip of the iceberg. The lack of news from inland i…,sign current reported toll typhoon haiyan may tip iceberg lack news inland,10,Typhoon
10pm PSI: 122. Unhealthy for sensitive groups. #haze #sghaze,pm psi unhealthy sensitive group haze sghaze,6,Haze
RT @Reuters: Live coverage: 7.9-magnitude earthquake rattles the coast of Costa Rica; tsunami watch for Caribbean in effect - http://t.c ...,live coverage magnitude earthquake rattle coast costa rica tsunami watch caribbean effect,2,Earthquake
Boston police: The second suspect in this week's Boston Marathon bombings is in custody after an extensive manhunt -- CNN,boston police second suspect week boston marathon bombing custody extensive manhunt cnn,0,Bombing
RT @TheIBang: Russian Meteor Strike Was Biggest in 100 Years |  http://t.co/jIuUZ4Qh,russian meteor strike biggest year,7,Meteor
RT @BuzzFeedNews: LAX UPDATE (per @LAX_Official):  - One suspect in custody  - Multiple shooting victims confirmed  - Press conference at 1…,lax update per one suspect custody multiple shooting victim confirmed press conference,8,Shooting
RT @JackBoard: No matter where in #Philippines or how bad the situation - kids are smiling. Tacloban today @ChannelNewsAsia http://t.co/C4g…,matter philippine bad situation kid smiling tacloban today,10,Typhoon
RT @NabilaHaniss: My prayers go out to the victims and families of #WestTx. God bless you all.,prayer go victim family westtx god bless,3,Explosion
RT @FyyGarfield: THIS IS WHY ITS RAINING ICE IN SINGAPORE. ITS BECAUSE INDONESIA DID THIS TO LESSEN THE Haze. ITS CALLED CLOUD SEEDING http…,raining ice singapore indonesia lessen haze called cloud seeding,6,Haze
"RT @jamescdownie: Well, at least our shirts are cheaper - Certain liberals. MT @BloombergNews: Bangladesh factory collapse death toll r…",well least shirt cheaper certain liberal mt bangladesh factory collapse death toll,1,Building Collapse
"RT @TimesCall: #HighParkfire 15% contained, but jumps the Poudre http://t.co/hRxk47UA",highparkfire contained jump poudre,11,Wildfire
Message to Corporate Media Reporters: What’s Natural about Colorado’s Epic Flooding? I... #ClassWar #p2 #NoWar http://t.co/nVjry0B6Z7,message corporate medium reporter natural colorado epic flooding classwar nowar,5,Flood
"Checking to see if rules of Road + Safety Act, as well as Transport of Dangerous Goods Act have been followed #LacMégantic",checking see rule road safety act well transport dangerous good act followed lacmégantic,9,Transportation Accident
RT @ErnestFarrow: Report: Saudi National DHS File Says Individual is “Linked to the Boston Bombing”  http://t.co/MOAWMM778T via @wordpressd…,report saudi national dhs file say individual linked boston bombing via,0,Bombing
Making fun out of super typhoon Yolanda's victims is a violation in Hong Kong.  Link:... http://t.co/rq6RviAvCx,making fun super typhoon yolandas victim violation hong kong link,10,Typhoon
RT @NBCNewYork: Photos of the Metro-North train derailment: http://t.co/s8xFXewOAW (Photo credit: Ray Martin via @JordanJacobs_US) http://t…,photo metronorth train derailment photo credit ray martin via,9,Transportation Accident
"What the hell is going on at LAX, and why does something bad ALWAYS happen at an airport on days that I fly? Explain, @jonostrower.",hell going lax something bad always happen airport day fly explain,8,Shooting
Re: Boston Marathon bombing suspects.  http://t.co/Dflh0NhTAD …. Please read this....and please RT,boston marathon bombing suspect please read thisand please,0,Bombing
"RT @JerkPru: Wow. This week marks the anniversaries for Columbine, Oklahoma City Bombing, VT, and now two more tragedies in Boston and W ...",wow week mark anniversary columbine oklahoma city bombing vt two tragedy boston,0,Bombing
"RT @TODAYonline: Dengue: Despite online speculation #sghaze would slow it down, number of cases hit weekly record high of 853 http://t.co/u…",dengue despite online speculation sghaze would slow number case hit weekly record high,6,Haze
From Record heat to Cyclones &amp; floods in a week! This is Australia folks,record heat cyclone flood week australia folk,5,Flood
"RT @tintin1957: #BostonMarathon: 1 day, 2 bombs, 3 dead (1 child) +100 injured. #Syria: 800 days, 1000's of bombs, +90K dead (6000 children…",bostonmarathon day bomb dead child injured syria day bomb dead,0,Bombing
dont think its actually worse in indonesia because of 1 direction of winds and 2 they are not as built up as us. #SGHaze,dont think actually worse indonesia direction wind built u sghaze,6,Haze
"RT @cnni: Quake hits northern Italy, one dead http://t.co/dmCMwbCf",quake hit northern italy one dead,2,Earthquake
RT @ShahbagInfo: #SAVAR UPDATE:Death toll reaches 350;still many survivors are trapped inside the collapsed building: rescuers informed. #B…,savar updatedeath toll reach still many survivor trapped inside collapsed building rescuer informed,1,Building Collapse
In case you missed it: Typhoon Pablo made landfall in Davao Oriental at 4:45am t… http://t.co/5RLehBCV #anc,case missed typhoon pablo made landfall davao oriental anc,10,Typhoon
Calgary can't catch a break... Flash flooding tonight.,calgary catch break flash flooding tonight,5,Flood
"RT @Do512: Here is a list of ways you can help support those affected by yesterday’s explosion in West, Texas. http://t.co/UKHbziyN2o #w ...",list way help support affected yesterday explosion west texas,3,Explosion
"@orgasmicgomez Typhoon Haiyan toll rises over 5,000: The death toll from Typhoon Haiyan has risen above 5,000, officia...  @orgasmicgomez",typhoon haiyan toll rise death toll typhoon haiyan risen officia,10,Typhoon
"RT @latimes: One TSA officer was killed in #LAX shootings, source tells us. Three or four other TSA workers injured. More soon.",one tsa officer killed lax shooting source tell u three four tsa worker injured soon,8,Shooting
"RT @Doc_0: If only this Administration kept tabs on the Tsarnaev welfare-terrorist clan, the way they go after innocent political dissident…",administration kept tab tsarnaev welfareterrorist clan way go innocent political,0,Bombing
METEOR ALERT: Debris from the Russian meteor made this  hole in Lake http://t.co/9pR8XJ8x (via @RT_com Read more: http://t.co/CzXiJ091)”,meteor alert debris russian meteor made hole lake via read,7,Meteor
RT @CHANELLELAH__: @SatanicLucifer_: “@CHANELLELAH__: singapore now:  dengue haze  SARS  what's after this? world end?” contagious cancer…,singapore dengue haze sars world end contagious,6,Haze
"Clubbers trampled in panic: A deadly nightclub fire has killed more than 200 people in Santa Maria, Brazil. http://t.co/pUvAdzeu",clubbers trampled panic deadly nightclub fire killed people santa maria brazil,4,Fire
RT @hanscs: LAX Shooter Tied to the New Patriot Movement - http://t.co/79rRXYeKqQ via @Shareaholic,lax shooter tied new patriot movement via,8,Shooting
RT @BBCBreaking: New York train crash: Continuing coverage of Metro-North derailment in Bronx - http://t.co/rZXq9In3Lu http://t.co/3BCAq3Vi…,new york train crash continuing coverage metronorth derailment bronx,9,Transportation Accident
Garment workers crushed to death in #Bangladesh - report from @IndustriALL_GU Global Union http://t.co/k0qXTBheK4,garment worker crushed death bangladesh report global union,1,Building Collapse
RT @DANILOMONTERO_: Marathon Carnage: Explosions in Boston http://t.co/rpHoyaLyzD via @TIME,marathon carnage explosion boston via,0,Bombing
High Park Fire in Colorado http://t.co/yi1nnag1,high park fire colorado,11,Wildfire
Bangladesh mourns as death toll climbs: Country holds day of mourning after collapse of clothing factory in Dh... http://t.co/jaFBoUy6L0,bangladesh mourns death toll climb country hold day mourning collapse clothing factory dh,1,Building Collapse
